"Age","Distance","Club","Year","Gender","Place","Name"
45,4290,"DSSM",2000,NA,32,"Cam Dinkel"
45,4275,"FINS",2000,NA,33,"George Horan"
45,4275,"WPM",2000,NA,34,"Steve Miller"
49,4265,"OREG",2000,NA,35,"Jim L. Teisher"
48,4260,"NIAG",2000,NA,36,"Steve L. Paushter"
45,4260,"LAM",2000,NA,37,"Carl E. Daughton"
45,4260,"EMP",2000,NA,38,"Peter Durant"
47,4250,"MOVY",2000,NA,39,"Mark Begert"
48,4250,"NEM",2000,NA,40,"Bob Seltzer"
45,4245,"CRUZ",2000,NA,41,"Ken S. Wagman"
47,4240,"TAM",2000,NA,42,"Philip W. Jonckheer"
48,4240,"NEM",2000,NA,43,"Robert A. Johnston"
48,4230,"NEM",2000,NA,44,"Gerald Sullivan"
46,4225,"SPCO",2000,NA,45,"John S. Harvey"
48,4225,"NEM",2000,NA,46,"Robert K. Lawton"
45,4220,"SMMM",2000,NA,47,"Marc S. Sanchez"
47,4175,"UCLA",2000,NA,48,"Robert Lewrem"
49,4165,"DSSM",2000,NA,49,"Craig Leidersdorf"
48,4155,"NEM",2000,NA,50,"Ken Walsh"
47,4140,"LAM",2000,NA,51,"Charles M. Lombard"
46,4130,"EMP",2000,NA,52,"Pat Gallagher"
46,4125,"LAM",2000,NA,53,"Michael P. Hansell"
48,4115,"NEM",2000,NA,54,"Tom Wolfe"
46,4110,"NEM",2000,NA,55,"Dennis Willmott"
47,4100,"DAM",2000,NA,56,"John E. Roach"
46,4095,"OREG",2000,NA,57,"Mike Tennant"
49,4085,"TAM",2000,NA,58,"Jonathan L. Steiner"
49,4075,"NEM",2000,NA,59,"John Orlander"
46,4050,"EMP",2000,NA,60,"Jonathan Silver"
47,4020,"EMP",2000,NA,61,"John Giannasca"
46,4000,"DAM",2000,NA,62,"Roger B. McDonald"
45,4000,"DAM",2000,NA,63,"Raul H. Piedrahita"
46,4000,"NEM",2000,NA,64,"Patrick Stevens"
45,4000,"NEM",2000,NA,65,"Richard Mack"
46,3990,"FHAM",2000,NA,66,"Bill Horn"
45,3980,"NEM",2000,NA,67,"Eric Winn"
45,3975,"EMP",2000,NA,68,"Tom Malcolm"
49,3970,"EMP",2000,NA,69,"Winslow B. Stevens"
46,3945,"SSMS",2000,NA,70,"Olin T. Mefford"
45,3915,"PNA",2000,NA,71,"Loren Baker"
45,3895,"NEM",2000,NA,72,"Bob Black"
47,3875,"SANR",2000,NA,73,"Robert M. Kieckhefer"
49,3875,"SPM",2000,NA,74,"Bruce E. Day"
45,3865,"DAM",2000,NA,75,"Steven J. Smith"
49,3860,"ISF",2000,NA,76,"Michael A. Carter"
46,3835,"MOVY",2000,NA,77,"Allen F. Kossoy"
49,3825,"SLAM",2000,NA,78,"J.Todd Plesko"
48,3820,"ISF",2000,NA,79,"Bob Meyer"
45,3795,"DAM",2000,NA,80,"Edward Branan"
49,3785,"NEM",2000,NA,81,"Michael Forbes"
48,3785,"TPIT",2000,NA,82,"J. Ray Scott"
45,3780,"DAM",2000,NA,83,"David Cross"
46,3775,"NEM",2000,NA,84,"Cliff Jennings"
47,3775,"LAM",2000,NA,85,"David B. Schaechter"
49,3760,"UCLA",2000,NA,86,"James T. Gikas"
45,3750,"ISF",2000,NA,87,"David R. Jones"
48,3750,"OREG",2000,NA,88,"John C. Collins"
46,3740,"DSSM",2000,NA,89,"Douglas A. Brewer"
49,3740,"SMMM",2000,NA,90,"John Flannigan"
46,3740,"CVM",2000,NA,91,"Mark C. Mills"
46,3735,"MEND",2000,NA,92,"Robert M. Rodriguez"
46,3700,"DAM",2000,NA,93,"Don Veress"
48,3700,"NEM",2000,NA,94,"H. Paris Burstyn"
46,3700,"NEM",2000,NA,95,"Mark Keil"
47,3670,"NEM",2000,NA,96,"John Carrick"
47,3670,"OREG",2000,NA,97,"Dallas G. Figley"
49,3650,"NEM",2000,NA,98,"Michael Katz"
47,3625,"ISF",2000,NA,99,"Thomas G. Neff"
45,3620,"NEM",2000,NA,100,"Kenneth Rudman"
46,3590,"DAM",2000,NA,101,"Richard W. Nelson"
47,3545,"EMP",2000,NA,102,"Bruce Alpert"
49,3545,"SC",2000,NA,103,"Masao Miyasaka"
46,3540,"LOM",2000,NA,104,"Curtis A. Taylor"
46,3540,"LAM",2000,NA,105,"Adam B. Polson"
47,3540,"NEM",2000,NA,106,"Michael Cullen"
45,3525,"ISF",2000,NA,107,"Steve Cambridge"
48,3500,"NEM",2000,NA,108,"Joe Harris"
45,3490,"SC",2000,NA,109,"Toshihiko Saito"
45,3480,"NEM",2000,NA,110,"Bryan Ray"
49,3445,"DAM",2000,NA,111,"Bill Collins"
46,3440,"NEM",2000,NA,112,"Ken Rotharmel"
47,3420,"WPM",2000,NA,113,"Ryuichi Sagara"
49,3420,"NEM",2000,NA,114,"Denis Desaulniers"
46,3400,"SMMM",2000,NA,115,"Phil Cussen"
46,3400,"NEM",2000,NA,116,"Michael Sundvik"
47,3355,"NEM",2000,NA,117,"Doug Roosa"
49,3350,"CONN",2000,NA,118,"Morris Finkelstein"
47,3350,"NEM",2000,NA,119,"Joseph A Serdakowksi"
49,3350,"OREG",2000,NA,120,"David S. Bogden"
49,3350,"GCMT",2000,NA,121,"Fred Paddock"
48,3340,"NEM",2000,NA,122,"David W. Baltozer"
45,3325,"NEM",2000,NA,123,"Jonathan Wilderding"
46,3320,"ISF",2000,NA,124,"Ken Kesler"
46,3285,"USAB",2000,NA,125,"John M. Pyle"
47,3280,"OREG",2000,NA,126,"Richard P. Minter"
48,3250,"NEM",2000,NA,127,"Stanley Longstaff"
48,3250,"NEM",2000,NA,128,"James Gaffney"
49,3250,"LAM",2000,NA,129,"Mario A. Sanchez"
47,3250,"NEM",2000,NA,130,"Gary Ungerleider"
48,3235,"EMP",2000,NA,131,"George Sands"
47,3180,"UCLA",2000,NA,132,"James Waschek"
48,3160,"NEM",2000,NA,133,"Jeff Cooper"
46,3150,"MVM",2000,NA,134,"Roy Sueda"
49,3150,"NEM",2000,NA,135,"Lance Engelmann"
49,3140,"LAM",2000,NA,136,"Edward O. Rooch"
48,3125,"TAM",2000,NA,137,"John H. Lister"
45,3100,"PNA",2000,NA,138,"John Mettler"
45,3050,"LOM",2000,NA,139,"Kevin L. Menninger"
49,3005,"1776",2000,NA,140,"James Gichner"
46,2995,"EMP",2000,NA,141,"Bill Nealon"
45,2910,"EMP",2000,NA,142,"Edmund O'Donnell"
49,2825,"EMP",2000,NA,143,"Kenneth Chertoff"
45,2825,"ISF",2000,NA,144,"Bob Leckron"
49,2765,"EMP",2000,NA,145,"Anthony Squire"
45,2375,"NEM",2000,NA,146,"Roger Hinds"
48,2240,"ISF",2000,NA,147,"Mike O'Dowd"
47,2175,"MVM",2000,NA,148,"Ken Kobylenski"
48,2160,"ARKM",2000,NA,149,"Michael P. Christenson"
46,1650,"DAM",2000,NA,150,"Steven R. Roth"
48,1550,"MOVY",2000,NA,151,"Daniel H. Fisher"
51,5390,"TOC",2000,NA,1,"R. Todd Spieker"
51,5135,"TTEX",2000,NA,2,"Keith F. Bell"
51,4915,"OREG",2000,NA,3,"Stephen Johnson"
53,4900,"EMP",2000,NA,4,"Charles Dorato"
52,4835,"DAM",2000,NA,5,"Andrew M. McPherson"
51,4825,"CRUZ",2000,NA,6,"Joel R. Wilson"
51,4765,"NEM",2000,NA,7,"Fred Schlicher"
50,4675,"NEM",2000,NA,8,"Homer Lane"
51,4665,"VMST",2000,NA,9,"John R. Shrum"
51,4660,"GOLD",2000,NA,10,"Dick Landrum"
54,4650,"GRIN",2000,NA,11,"Richard K. Smith"
50,4635,"DAM",2000,NA,12,"Dennis W. Wilson"
50,4575,"MESC",2000,NA,13,"Bob Talbot"
52,4500,"NEM",2000,NA,14,"Daniel Rogacki"
52,4490,"AQUA",2000,NA,15,"Bob Couch"
51,4490,"SMMM",2000,NA,16,"Randy Brown"
53,4440,"TAM",2000,NA,17,"Gary J. Parlapiano"
53,4435,"TOC",2000,NA,18,"Jim Beglinger"
51,4350,"CFYM",2000,NA,19,"Karl Ruttan"
53,4345,"MM",2000,NA,20,"Donn Livoni"
51,4340,"OREG",2000,NA,21,"Robert A. Bruce"
51,4300,"GRIN",2000,NA,22,"Dick Sidner"
51,4285,"NEM",2000,NA,23,"Tim R. Morse"
52,4235,"DAM",2000,NA,24,"Jack S. Mills"
53,4195,"LAM",2000,NA,25,"Steven A. Weiss"
50,4170,"ISF",2000,NA,26,"Bills Olds"
53,4170,"NEM",2000,NA,27,"Albert P. Valliere"
54,4165,"NEM",2000,NA,28,"John Foraste"
50,4140,"NEM",2000,NA,29,"Christopher Hafferty"
51,4130,"ISF",2000,NA,30,"Bob Waymouth"
50,4125,"NEM",2000,NA,31,"Fred Dalby"
51,4110,"NEM",2000,NA,32,"Richie Martin"
50,4110,"EMP",2000,NA,33,"Dennis Flavin"
52,4105,"MOVY",2000,NA,34,"Neil J. Salkind"
53,4100,"CFYM",2000,NA,35,"James Thibeault"
52,4100,"DAM",2000,NA,36,"David B. Kelley"
51,4100,"DAM",2000,NA,37,"Douglas C. Nelson"
50,4085,"DAM",2000,NA,38,"Curt M. Miller"
54,4080,"DAM",2000,NA,39,"George M. Sibley"
52,4070,"DAM",2000,NA,40,"Jack S. Mills"
50,4050,"DAM",2000,NA,41,"Edwin Y. Maeda"
52,4050,"CVM",2000,NA,42,"Kirk Chiapella"
50,4050,"DAM",2000,NA,43,"Carl C. Hiller"
50,4030,"STAN",2000,NA,44,"Dan Nadaner"
50,4000,"DAM",2000,NA,45,"Michael G. Cuckovich"
52,4000,"WPM",2000,NA,46,"Alan Garfunkel"
53,4000,"DAM",2000,NA,47,"Paul R. Kelly"
51,3975,"CFYM",2000,NA,48,"Dave Damcott"
52,3970,"EMP",2000,NA,49,"Bob Alspaugh"
52,3945,"IAMA",2000,NA,50,"Dave J. Frederick"
52,3910,"LAM",2000,NA,51,"Michael A. Bressack"
52,3910,"ECM",2000,NA,52,"Ray Cottom"
53,3900,"UCLA",2000,NA,53,"Roy Lee"
52,3885,"GRIN",2000,NA,54,"Greg Clarke"
52,3865,"DAM",2000,NA,55,"James R. Carey"
50,3800,"GCMT",2000,NA,56,"Bradford Woelfel"
50,3775,"SC",2000,NA,57,"Katsuyuki Sensui"
53,3750,"LAM",2000,NA,58,"Douglas A. Sheaffer"
54,3750,"OREG",2000,NA,59,"Daniel Gray"
50,3745,"GCMT",2000,NA,60,"David G. Schlegel"
54,3735,"SMMM",2000,NA,61,"Don Galine"
52,3700,"GCMT",2000,NA,62,"Tim Konfal"
51,3675,"GOST",2000,NA,63,"Ray W. Lindemann"
54,3635,"DSSM",2000,NA,64,"Jonathan VanScoyk"
53,3625,"DAM",2000,NA,65,"James A. Frampton"
51,3625,"SMMM",2000,NA,66,"Larry Radetich"
52,3615,"DAM",2000,NA,67,"Anthony E. Christo"
52,3610,"DAM",2000,NA,68,"Jeff Ruda"
51,3605,"NEM",2000,NA,69,"John Pelli"
54,3600,"DAM",2000,NA,70,"Pieter Stroeve"
51,3595,"SPM",2000,NA,71,"Vance M. Eaddy"
54,3590,"NEM",2000,NA,72,"Jonathan R. Wood"
51,3590,"SPM",2000,NA,73,"David E. McCord Jr."
54,3575,"NEM",2000,NA,74,"Ernie Schaefer"
50,3540,"NEM",2000,NA,75,"Maurice Regan"
52,3535,"NEM",2000,NA,76,"Byron Siegal"
54,3535,"NEM",2000,NA,77,"Cal Cameron"
54,3520,"DAM",2000,NA,78,"Tom A. Martens"
53,3510,"LAM",2000,NA,79,"Hieu V. Dang"
52,3500,"LAM",2000,NA,80,"James A. McFadzean"
52,3470,"NEM",2000,NA,81,"Mingjie Song"
52,3420,"DAM",2000,NA,82,"John W. Richards"
51,3420,"USAB",2000,NA,83,"Roy L. Farrell"
53,3405,"LOM",2000,NA,84,"Mike Miller"
52,3400,"GRIN",2000,NA,85,"Patrick L. Dwyer"
54,3400,"EMP",2000,NA,86,"Charles C. Couper"
53,3370,"WAWA",2000,NA,87,"Steven C. Mathews"
52,3350,"MOVY",2000,NA,88,"Ed Hawkins"
50,3340,"NEM",2000,NA,89,"Paul Lambert"
54,3340,"NEM",2000,NA,90,"Tom Piper"
51,3320,"DST",2000,NA,91,"David I. Minkoff"
51,3310,"DAM",2000,NA,92,"Brett Stone"
53,3270,"EMP",2000,NA,93,"Richard Kixmiller"
53,3250,"NEM",2000,NA,94,"Darrell R. Martin"
54,3245,"DSSM",2000,NA,95,"Robert Calverley"
52,3190,"NEM",2000,NA,96,"Rich Orkin"
53,3140,"SANR",2000,NA,97,"Charles R. Jr. Broderick"
51,3135,"USAB",2000,NA,98,"Aaron Bor"
54,3100,"EMP",2000,NA,99,"Gene Banducci"
50,3090,"ISF",2000,NA,100,"Jim Evans"
54,3090,"GCMT",2000,NA,101,"Charles E. Faulk"
52,3005,"NEM",2000,NA,102,"Peter H. Ottmar"
52,2975,"SANR",2000,NA,103,"Ted A. Mendelson"
51,2965,"EMP",2000,NA,104,"John Mooney"
54,2920,"SANR",2000,NA,105,"Kenneth R. Hartman"
52,2895,"NEM",2000,NA,106,"Warren Fowler"
51,2850,"DAM",2000,NA,107,"Ronald G. Addy"
52,2725,"ISF",2000,NA,108,"Victor Sedinger"
54,2700,"ISF",2000,NA,109,"Daniel L Wallace"
52,2570,"NEM",2000,NA,110,"James Nelson"
53,2315,"ISF",2000,NA,111,"Ian Seecof"
53,0,"EMP",2000,NA,112,"John Stedila"
52,0,"EMP",2000,NA,113,"Jack Alexander"
55,4625,"WCM",2000,NA,1,"Don M. Davis"
55,4370,"TAM",2000,NA,2,"Kenneth A. Frost Jr."
55,4325,"LAM",2000,NA,3,"Barry Dooley"
56,4320,"MESC",2000,NA,4,"David J. Vail"
57,4260,"NEM",2000,NA,5,"Jeffry Galper"
56,4210,"TAM",2000,NA,6,"Richard Burns"
58,4175,"SDSM",2000,NA,7,"Mike R. Freshley"
59,4150,"DAM",2000,NA,8,"David L. Gifford"
57,4120,"RGSC",2000,NA,9,"Douglas N. Bailey"
59,4105,"ISF",2000,NA,10,"George J. Quigley"
56,4075,"ADMS",2000,NA,11,"Hugh E. Dunseath"
55,4070,"SPM",2000,NA,12,"Howard Brown"
58,4060,"OREG",2000,NA,13,"Ralph W. Mohr"
56,4050,"LVTC",2000,NA,14,"Paul McCormick"
56,4030,"NEM",2000,NA,15,"Thomas G. Manfredi"
56,4030,"NEM",2000,NA,16,"Ilkka Suvanto"
57,4025,"GSM",2000,NA,17,"John W. Hunt"
58,4025,"NEM",2000,NA,18,"Matt Chrostowski"
58,4000,"CONN",2000,NA,19,"Michael A. Laux"
58,3995,"IM",2000,NA,20,"Dave Casebolt"
55,3970,"NEM",2000,NA,21,"David Prior"
56,3955,"MICH",2000,NA,22,"Donald J. Kroeger"
56,3950,"SMMM",2000,NA,23,"Steve Holmstrom"
58,3945,"RINC",2000,NA,24,"James Shaw"
56,3910,"WMAC",2000,NA,25,"Peter W. Lee"
56,3900,"TAM",2000,NA,26,"Thomas M. Barthold"
56,3860,"LAM",2000,NA,27,"Raymond M. McCarthy"
56,3850,"UNAT",2000,NA,28,"Brian Buzby"
56,3835,"NEM",2000,NA,29,"Jim Conlin"
56,3805,"EMP",2000,NA,30,"Ed Dunne"
56,3775,"DAM",2000,NA,31,"Paul R. Teller"
57,3755,"TAM",2000,NA,32,"Roland Crotts"
56,3750,"NEM",2000,NA,33,"Louis Kronfeld"
57,3725,"NEM",2000,NA,34,"Richard Hahn"
55,3690,"LAM",2000,NA,35,"Robert L. Klawuhn"
56,3625,"NEM",2000,NA,36,"James Gwinn"
58,3570,"RINC",2000,NA,37,"Christopher E. Prael"
55,3550,"DAM",2000,NA,38,"Henry M. McHenry"
56,3515,"SWM",2000,NA,39,"David Flanders"
55,3480,"NEM",2000,NA,40,"James R. Dorsey"
58,3445,"CONN",2000,NA,41,"Helmut Woerner"
58,3385,"DAM",2000,NA,42,"Alex A. Ardans"
57,3370,"PNA",2000,NA,43,"Elliott R. Kephart"
56,3330,"ISF",2000,NA,44,"Tom Dooley"
56,3320,"DAM",2000,NA,45,"Richard C. Bourne"
59,3305,"DCM",2000,NA,46,"Bob Leilich"
56,3235,"SPM",2000,NA,47,"Mark H. Powell"
57,3215,"TAM",2000,NA,48,"David Kirchoff"
55,3200,"NEM",2000,NA,49,"Barry Mahoney"
58,3175,"NEM",2000,NA,50,"Roger E. Carlson"
57,3130,"NEM",2000,NA,51,"Burt Strom"
55,3120,"GRIN",2000,NA,52,"Robert K. Urick"
56,3085,"ISF",2000,NA,53,"Russ Desserich"
59,3050,"ISF",2000,NA,54,"Neil E. Topliffe"
56,2990,"NEM",2000,NA,55,"Charles DuFour"
55,2950,"NIAG",2000,NA,56,"John T. Gorski"
56,2950,"LAM",2000,NA,57,"Charles P. Mason"
56,2875,"EMP",2000,NA,58,"Charles Koehler"
59,2860,"ISF",2000,NA,59,"Jack Fife"
59,2840,"KT",2000,NA,60,"Brian Letcher"
59,2830,"NEM",2000,NA,61,"John Fulop"
58,2790,"EMP",2000,NA,62,"Warren Howe"
58,2775,"NEM",2000,NA,63,"Tom A. Jones"
58,2675,"NEM",2000,NA,64,"Richard N. Elkington"
58,2405,"NEM",2000,NA,65,"Jim Clegg"
58,2310,"LAM",2000,NA,66,"Dan E. Miller"
59,2250,"UNAT",2000,NA,67,"Lloyd Kearns"
58,2060,"NEM",2000,NA,68,"Joe J. Sullivan"
58,1200,"LAM",2000,NA,69,"Warren H. William"
60,4505,"DSSM",2000,NA,1,"Bob Coale"
63,4410,"UHM",2000,NA,2,"Ernie Leskovitz"
61,4340,"ISF",2000,NA,3,"Mel Goldstein"
61,4325,"LAM",2000,NA,4,"Kent M. Price"
62,4150,"SMMM",2000,NA,5,"Dick H. Peterson"
60,4110,"LAM",2000,NA,6,"James R. Duley"
61,4085,"SDSM",2000,NA,7,"Steve Moseley"
62,4065,"STAN",2000,NA,8,"Barry Fasbender"
61,3970,"CONN",2000,NA,9,"H.Kent Atkins"
62,3965,"GOST",2000,NA,10,"John C. Medici"
62,3940,"NEM",2000,NA,11,"William Murray"
64,3930,"MACO",2000,NA,12,"Jim Bigler"
63,3930,"SDSM",2000,NA,13,"Bill Earley"
64,3780,"SPM",2000,NA,14,"Konrad, Dr. P. Euler"
63,3775,"DAM",2000,NA,15,"Jack I Horton"
60,3760,"SPM",2000,NA,16,"Pete Arnold"
60,3750,"DAM",2000,NA,17,"Don Puchalski"
62,3725,"MICH",2000,NA,18,"Albert A. Morley"
60,3700,"MINN",2000,NA,19,"Joel Peskay"
61,3650,"CONN",2000,NA,20,"Peter Crumbine"
62,3640,"WMAC",2000,NA,21,"Phillip J. Hellmuth"
64,3600,"PNA",2000,NA,22,"David R. Addleman"
61,3585,"OREG",2000,NA,23,"Brent Lake"
64,3540,"VMST",2000,NA,24,"Carl Russ"
64,3475,"NEM",2000,NA,25,"Edward W. Sorel"
60,3440,"LAM",2000,NA,26,"Thomas A. Tisch"
64,3440,"SPM",2000,NA,27,"John R. Cox"
64,3415,"NEM",2000,NA,28,"D. Barr Clayson"
64,3415,"NEM",2000,NA,29,"D. Barr Clayson"
60,3405,"EMP",2000,NA,30,"Joe Bolze"
63,3395,"SAW",2000,NA,31,"Richard E. Cooke"
64,3355,"TERR",2000,NA,32,"Robert F. Benson"
62,3330,"ISF",2000,NA,33,"Peter Yaw"
61,3310,"DAM",2000,NA,34,"Jack A. Hicks"
63,3250,"NEM",2000,NA,35,"Peter Havel"
62,3225,"DAM",2000,NA,36,"David S. Gilmer"
60,3140,"CRUZ",2000,NA,37,"Jon E. Nelson"
64,3100,"WPM",2000,NA,38,"Ray Bowles"
61,3100,"DAM",2000,NA,39,"E.Lee Fitzhugh"
63,3070,"NIAG",2000,NA,40,"David J. Coons"
60,3020,"CONN",2000,NA,41,"Richard Stroud"
60,2950,"NVAQ",2000,NA,42,"Kenton H. Pattie"
63,2865,"NEM",2000,NA,43,"Bruce C. Kurtz"
61,2835,"OREG",2000,NA,44,"Jon D. Schieltz"
63,2650,"UNAT",2000,NA,45,"William J. Evans"
61,2600,"IM",2000,NA,46,"Phil Landrum"
64,2570,"TTEX",2000,NA,47,"Thomas J. Hetzel"
62,2495,"NEM",2000,NA,48,"George F. Fillion"
62,2385,"DAM",2000,NA,49,"David S. Gilmer"
64,2240,"AKMS",2000,NA,50,"Ed Zastrow"
63,2200,"DAM",2000,NA,51,"Gerald P. O'Hara"
62,2200,"SMMM",2000,NA,52,"Edmond Shashoua"
64,1725,"EMP",2000,NA,53,"Mauro J. Pittaro, Jr."
63,1397,"OREG",2000,NA,54,"George Thayer"
68,4440,"TTEX",2000,NA,1,"Graham M. Johnston"
65,4215,"CONN",2000,NA,2,"George E. Brunstad"
65,4060,"CONN",2000,NA,3,"Mel R. Siebold"
65,3980,"HBSC",2000,NA,4,"Buddy G. Belshe"
65,3975,"OREG",2000,NA,5,"David A. Radcliff"
65,3875,"MICH",2000,NA,6,"Elmer J. Egelkraut"
69,3865,"SPM",2000,NA,7,"Robert Beach"
67,3820,"MESC",2000,NA,8,"Arnie Green"
67,3700,"HBSC",2000,NA,9,"Frank E. Reynolds"
69,3550,"SPM",2000,NA,10,"Mike J. Torsney"
66,3505,"TAM",2000,NA,11,"John H. Cooper"
69,3475,"FMM",2000,NA,12,"Charles H. Schlegel"
67,3475,"GRIN",2000,NA,13,"Russell L. Judd"
65,3450,"LOM",2000,NA,14,"Herbert Stone"
66,3425,"USF",2000,NA,15,"William E. Grohe"
69,3350,"SPM",2000,NA,16,"Harold Ferris"
68,3325,"DAM",2000,NA,17,"Paul F. Brady"
69,3300,"NEM",2000,NA,18,"Pete A. Phildius"
65,3265,"SPM",2000,NA,19,"Harry M. Piper"
66,3215,"NIAG",2000,NA,20,"Jack VanLandingham"
67,3175,"MESC",2000,NA,21,"Hap Hazzard"
67,3175,"MESC",2000,NA,22,"Peter W. Packard"
67,3140,"SPCO",2000,NA,23,"David Thomas"
66,3065,"LOM",2000,NA,24,"Robert I. Segbarth"
67,3025,"PNA",2000,NA,25,"Jack Akamine"
68,3005,"TAM",2000,NA,26,"Seymour Boorstein"
67,3000,"DSSM",2000,NA,27,"Jack Lin"
69,2965,"DAM",2000,NA,28,"Captane P. Thomson"
67,2965,"GOST",2000,NA,29,"Doug Brogan"
66,2900,"DAM",2000,NA,30,"William J. Treguboff"
66,2750,"NIAG",2000,NA,31,"Peter T. Lansbury"
67,2675,"NEM",2000,NA,32,"Ray Murphy"
68,2650,"NEM",2000,NA,33,"Charles Houser"
69,2640,"SPM",2000,NA,34,"Ned P. Allen"
69,2635,"NIAG",2000,NA,35,"Thomas Weber"
69,2605,"UCLA",2000,NA,36,"Lowell Offer"
68,2565,"OMAH",2000,NA,37,"Lester C. Demmel"
68,2450,"DAM",2000,NA,38,"Jim R. Mehl"
65,2435,"UCLA",2000,NA,39,"John Dracup"
65,2400,"ISF",2000,NA,40,"Eldon Marshall"
69,2335,"DAM",2000,NA,41,"Roy M. Sachs"
65,2255,"UNAT",2000,NA,42,"George W. Michael"
66,2075,"NCMS",2000,NA,43,"G. David Alkire"
66,1500,"UNAT",2000,NA,44,"David T. Hajek"
72,3590,"WMAC",2000,NA,1,"W. Morgan Byers"
72,3400,"NEM",2000,NA,2,"Al Craig"
72,3155,"FMM",2000,NA,3,"Elmer L. Luke"
70,3085,"SPCO",2000,NA,4,"Richard Robecki"
71,2975,"NEM",2000,NA,5,"F.H. (Ted) Haartz"
70,2965,"FMM",2000,NA,6,"Alan Maloney"
72,2860,"MACO",2000,NA,7,"Clark D. Austen"
74,2855,"SPCO",2000,NA,8,"Al Rogerson"
71,2690,"NEM",2000,NA,9,"Milton Brier"
71,2390,"NEM",2000,NA,10,"Monty Souza"
73,2350,"NEM",2000,NA,11,"Jim Christopher"
74,2330,"NCMS",2000,NA,12,"Edwin McCarthy"
70,2220,"DAM",2000,NA,13,"Murray B. Gardner"
71,2210,"BLUE",2000,NA,14,"Keith Burbridge"
71,2100,"NEM",2000,NA,15,"C. Andrew Pretzer"
73,2075,"NEM",2000,NA,16,"Norman March"
75,4085,"OSB",2000,NA,1,"Frank Piemme"
76,3650,"OSB",2000,NA,2,"Jurgen B. Schmidt"
75,3620,"SLAM",2000,NA,3,"Robert S. Blake"
75,3570,"ARIZ",2000,NA,4,"John Jorgensen"
77,3335,"NEM",2000,NA,5,"Jim Edwards"
79,3150,"CVM",2000,NA,6,"Dick Margerum"
75,3015,"SPCO",2000,NA,7,"Robert E. Sigersmith"
75,2975,"DAM",2000,NA,8,"Alex Ramirez-Miller"
76,2865,"CONN",2000,NA,9,"Vladimir Ouchakof"
75,2705,"SANR",2000,NA,10,"Donald F. Reed"
78,2640,"SPCO",2000,NA,11,"Lester O. Bell"
77,2630,"NIAG",2000,NA,12,"John E. Cranch"
76,2600,"USF",2000,NA,13,"Fred T. Rogers"
75,2515,"NEM",2000,NA,14,"Dwight Brown"
76,2485,"SCAM",2000,NA,15,"Richard M. Diamond"
76,2380,"SPM",2000,NA,16,"Abrasha Brainin"
76,2375,"DAM",2000,NA,17,"Boris H. Ruebner"
77,2360,"TAM",2000,NA,18,"Dore N. Schwab Jr."
79,2280,"SPM",2000,NA,19,"Robert D. Atwood"
77,2260,"SPCO",2000,NA,20,"Albert B. Chipman"
76,2210,"MESC",2000,NA,21,"Harold Fralich"
78,2170,"DAM",2000,NA,22,"Harry W. Colvin"
78,2100,"SCCS",2000,NA,23,"Clifton Eastwood"
77,1975,"TTSC",2000,NA,24,"TR Johnson"
76,1950,"DAM",2000,NA,25,"David W. Bressler"
80,3585,"SMMM",2000,NA,1,"Ray F. Taft"
82,3500,"RINC",2000,NA,2,"Aldo V. da Rosa"
86,2880,"LAKE",2000,NA,1,"Gary Weisenthal"
86,2620,"FMM",2000,NA,2,"Dave Malbrough"
85,2550,"LAM",2000,NA,3,"Jim S. Triolo"
86,2320,"SPM",2000,NA,4,"Fred B. Walbolt"
85,2270,"FMM",2000,NA,5,"Frank H Tillotson"
88,1990,"RINC",2000,NA,6,"Joe S. Irvine"
